Fecha,Producto ,region,Canal,unidades_vendidas,Precio Unitario,ingreso
2025-01-01,Auriculares,Este,Online,4,91.56,"366,24"
2025-04-30,Auriculares,Sur,Distribuidor,5,75.24,"376,20"
2024-01-07,Mouse,Norte,Tienda,4,24.58,"98,32"
2025-11-21,Monitor,Norte,Tienda,1,217.55,"217,55 €"
2024-09-10,Webcam,Sur,Online,4,64.39,"257,56 €"
2025-05-21,Webcam,Sur,Online,-,67.27,"201,81"
04/05/2025,Teclado,Centro,Tienda,4,45.31,"181,24"
2024-09-02,Mouse,Centro,Tienda,4,24.13,"€96,52"
2024-08-22,Auriculares,Norte,Online,5,95.68,"478,40"
2025-05-25,Monitor,OESTE,Distribuidor,4,176.99,"707,96"
2024-12-28,Mouse,Este,Tienda,2,24.81,"49,62"
2025-12-11,TECLADO,Norte,tienda,1,44.37,"44,37"
2024-07-12,Auriculares,Sur,Online,1,92.66,"92,66 €"
2025-12-24,Mouse,Centro,Online,1,26.44,"26,44"
2025-12-07,Webcam,Norte,Online,5,64.41,"322,05 €"
2024-02-07,Monitor,Oeste,ONLINE,1,216.77,"216,77"
2024-11-05,Mouse,  Centro ,Tienda,5,24.02,"120,10"
30/04/2025,Auriculares,Sur,Distribuidor,4,75.11,"300,44 €"
2024-11-20,Auriculares,Norte,Tienda,4,96.22,"384,88"
2025-12-14,AURICULARES,  Norte ,Tienda Fisica,3,89.94,"269,82 €"
2024-08-09,Teclado,oeste,Online,4,45.98,"183,92"
2024-10-08,Webcam,Centro,ONLINE,2,67.77,"135,54 €"
2024-10-07,Mouse,oeste,Online,1,24.15,"24,15"
2025-06-09,Auriculares,Norte,Tienda,1,92.06,"92,06 €"
15/02/2024,Mouse,Oeste,Tienda,3,25.03,"75,09"
2024-05-12,Auriculares,Centro,Online,2,88.68,"177,36"
2024-08-14,Monitor,Oeste,Online,1,217.86,"217,86 €"
2024-08-03,Mouse,Oeste,Tienda,3,25.21,"75,63"
2024-07-22,Teclado,Norte,Tienda,3,45.5,"136,50"
2025-01-04,Mouse,Este,Tienda,2,24.21,"48,42 €"
2024-12-01,Monitor,este,tienda,3,218.07,"654,21"
2024-11-01,Monitor,Sur,Online,5,223.3,"€1.116,50"
2025-02-16,Auriculares,Sur,Distribuidor,3,72.43,"217,29"
12-14-2024,Webcam,Norte,Tienda,NA,62.62,"250,48 €"
2025-09-09,Monitor,Centro,DISTRIBUIDOR,5,178.52,"€892,60"
02/06/2024,Mouse,NORTE,Distribuidor,5,20.37,"101,85 €"
2024-06-14,Teclado,Norte,Tienda,3,43.51,"130,53"
2025-06-30,Teclado,Norte,Distribuidor,4,38.79,"155,16"
2024-11-04,Mouse,Norte,Tienda,1,25.11,"€25,11"
2024-05-30,Mouse,Sur,Online,1,25.91,"25,91 €"
2025-04-10,Teclado,Oeste,distribuidor,1,36.1,"36,10"
2024-04-29,Auriculares,Norte,Tienda,5,90.63,"453,15 €"
2024-11-25,Auriculares,OESTE,Online,5,90.83,"454,15"
2024-07-08, Webcam,Norte,Tienda,1,62.93,"62,93 €"
2024-03-29,Auriculares,Sur,Online,4,89.3,"357,20"
2025-12-26,Auriculares,Norte,Online,4,93.75,"375,00"
2024-05-23,Auriculares,Oeste,Distribuidor,5,76.74,"383,70"
2024-02-08,Auriculares,Sur,Online,5,91.8,"459,00 €"
2024-12-06,Teclado,Este,Distribuidor,3,38.51,"115,53 €"
2025-02-07,Mouse,Este,DISTRIB.,2,19.24,"38,48"
2024-08-25,Auriculares,Sur,Tienda,4,94.25,"377,00"
2024-08-31,Mouse,Norte,on-line,1,24.28,"24,28 €"
2025-12-29,Webcam,Oeste,Online,5,65.61,"328,05"
2024-11-02,AURICULARES,Norte,Online,4,NULL,"354,76 €"
2025-01-05,Auriculares,Centro,Tienda,3,89.03,"267,09"
2025-08-27,Webcam,  Norte ,distribuidor,3,54.28,"162,84 €"
2025-03-07,Mouse,Oeste,Tienda,4,24.47,"97,88"
2025-06-02,Teclado,Centro,Online,3,45.88,"€137,64"
01-23-2025, Auriculares,Norte,Online,1,88.88,"88,88 €"
2025-09-02,Mouse,Norte,Distribuidor,4,19.84,"79,36"
2025-06-25,Teclado,Este,Online,5,42.01,"210,05"
2024-01-10,Mouse,Oeste,on-line,5,24.62,"123,10"
2025-03-22,Monitor,Oeste,Tienda,2,214.61,"429,22"
2025-06-27,Monitor,Centro,Distribuidor,3,177.7,"533,10 €"
2024-08-18,Auriculares,Oeste,Tienda,3,0.0,"€257,40"
2024-12-06,Mouse,CENTRO,Tienda,4,25.57,"102,28"
2024-12-18,Teclado,norte,Tienda física,4,45.26,"181,04"
2024-12-14,Teclado,Este,Tienda,1,48.04,"48,04 €"
,Monitor,Centro,Online,5,215.27,"1.076,35"
2024-11-02,Auriculares,Centro,Tienda,3,90.18,"270,54"
2025-02-03,Auriculares,Norte,Distribuidor,1,73.37,"€73,37"
2025-05-25,Mouse,Sur,Online,1,24.91,"24,91 €"
2024-11-18,Teclado,Oeste,Online,4,46.24,"184,96 €"
2024-12-23,AURICULARES,Centro,Tienda,2,87.76,"175,52"
2025-08-24,Auriculares,Oeste,Tienda física,1,84.98,"84,98"
2024-04-08,Webcam,  Centro ,Tienda,-1,64.54,"64,54 €"
2024-06-24, MOUSE,Este,Online,1,25.38,"25,38"
2024-11-12,Teclado,Norte,Tienda,1,n/a,"44,68 €"
2024-06-18,Auriculares,Sur,Online,1,92.14,"92,14"
2025-12-05,Monitor,Sur,Tienda,3,215.08,"645,24"
2024-02-22,Webcam,Centro,distribuidor,4,53.35,"213,40"
2024-11-06,Webcam,Sur,Tienda,1,68.19,"68,19 €"
08/05/2024,Teclado,Norte,Distribuidor,2,39.53,"79,06"
2025-12-19,Auriculares,Este,Online,5,91.97,"459,85"
2024-08-22,Auriculares,Norte,ONLINE,5,95.68,"478,40"
2025-09-08,Teclado,OESTE,Online,5,48.56,"242,80 €"
2025-03-07, MONITOR,Centro,TIENDA,1,213.89,"213,89 €"
2025-04-08,Monitor,Norte,Distribuidor,2,184.5,"369,00"
2024-08-25,Mouse,Oeste,Tienda,2,25.17,"50,34"
2025-02-15,Webcam,Norte,Distribuidor,3,49.62,"148,86 €"
2024-12-21,Monitor,Norte,ONLINE,2,220.59,"441,18"
27/10/2024,Auriculares,Sur,Tienda,5,92.87,"464,35"
2024-04-11,Monitor,Oeste,Online,4,205.37,"821,48"
2025-03-19,Mouse,Sur,TIENDA,NA,24.77,"123,85 €"
2024-11-01,Auriculares,Centro,Online,1,93.34,"93,34 €"
2024-05-06,Mouse,Sur,Tienda,3,24.78,"74,34 €"
2024-12-27,Teclado,Sur,Online,3,46.06,"138,18 €"
2024-01-21,Mouse,Centro,Online,1,23.22,"23,22"
04/04/2024,Webcam,Centro,Distribuidor,5,53.55,"267,75 €"
2024-11-16,Auriculares,Norte,Tienda,1,87.03,"87,03"
2025-11-03,Monitor,Centro,Tienda,5,232.2,"1.161,00 €"
2024-09-22,Auriculares,Sur,Online,1,91.89,"€91,89"
2024-10-12,Mouse,Oeste,Distribuidor,1,20.16,"409,56"
2025-06-20,Mouse,Norte,Distribuidor ,1,20.88,"20,88 €"
2024-04-12,Auriculares,centro,Online,3,93.6,"280,80"
2025-08-19,Auriculares,Norte,Online,4,94.67,"€378,68"
2025-09-26,Teclado,Este,Online,1,45.51,"€45,51"
2024-01-26,Teclado,Centro,Distribuidor,3,35.45,"106,35"
2025-12-09,Monitor,Este,Online,3,230.25,"690,75"
03/06/2025,Auriculares,Norte,Online,5,88.2,"719,79"
2024-12-20,Monitor,Este,Online,2,214.14,"428,28"
2024-05-02,Webcam,Este,Tienda,3,64.12,"192,36"
2025-11-21,Monitor,Este,Tienda,4,225.69,"902,76"
2025-11-10,Auriculares,  Oeste ,Tienda Fisica,2,n/a,"179,46"
2024-09-30,Webcam,Centro,Online,2,59.96,"119,92"
21/04/2024,Mouse,Sur,Distribuidor,5,20.81,"104,05 €"
2025-03-12,Auriculares,Sur,Distrib.,2,73.44,"146,88 €"
2024-11-02,Mouse,Este,Tienda,4,26.76,"107,04"
2024-03-04,Webcam,Norte,Distribuidor,5,56.71,"283,55"
2025-03-24,Teclado,Sur,Distribuidor,4,38.19,"152,76"
2024-12-24,Auriculares,Norte,Online,2,90.1,"180,20"
02-19-2024,Monitor,Norte,Tienda,5,221.86,"1.109,30 €"
2025-03-17,Mouse,centro,Online,1,23.22,"23,22"
2024-03-14,Auriculares,Este,distribuidor,2,66.67,"133,34 €"
2025-07-06,Teclado,Este,Online,5,45.83,"229,15"
2024-11-13,Monitor,Sur,Online,null,227.1,"€227,10"
2025-07-15,Auriculares,Centro,Distribuidor,5,75.75,"378,75"
2024-04-19,Monitor,Sur,Online,9399,216.08,"749,49"
2024-08-03,Monitor,  OESTE ,Online ,1,232.8,"232,80 €"
2025-09-28,Auriculares,Centro,Online,1,93.9,"93,90"
30/05/2025,Mouse,Oeste,Tienda,7498,23.15,"115,75 €"
2025-04-26,Monitor,Norte,Online,4,214.66,"858,64 €"
2025-03-22,WEBCAM,NORTE,Tienda,5,64.47,"322,35"
2025-01-28,AURICULARES,norte,Online,5,94.7,"473,50"
09/12/2025,Mouse,Oeste,Online,4,25.96,"103,84 €"
,Teclado,,Tienda,1,43.22,"43,22 €"
2024-10-27,Auriculares,Este,Tienda,5,89.08,"445,40"
2025-11-19,Auriculares,Este,Online,8052,85.88,"257,64"
2024-08-03,Monitor,Norte,Tienda,2,217.14,"434,28"
2025-12-19,Mouse,Norte,Online,4,24.11,"96,44"
2024-07-03,Monitor,centro,on-line,3,219.71,"€659,13 €"
2025-12-11,Monitor,Oeste,Tienda,4,209.84,"839,36"
2024-02-20,Auriculares,Oeste,Online,2,89.41,"178,82"
2024-09-22,Mouse,Norte,Online,3,25.2,"75,60 €"
2024-04-15,Mouse,?,Distribuidor,2,19.89,"39,78"
2025-04-26,Auriculares,Norte,Online,5,94.52,"472,60"
2024-01-16,Monitor,Este,Online,3,219.52,"€658,56"
2025-11-26,Auriculares,Sur,Distribuidor,5,73.4,"367,00"
,Webcam,Sur,ONLINE,2,64.21,"128,42"
2025-02-11,Mouse,Este,Online ,-2,24.58,"24,58 €"
2024-12-26,Mouse,OESTE,Tienda,5,24.29,"121,45 €"
2025-04-27,WEBCAM,Este,TIENDA,3,66.02,"198,06"
2025-07-09,Teclado,Sur,Distribuidor,1,38.36,"38,36"
2025-12-18,Monitor,Norte,Online,1,217.02,"€217,02 €"
07-19-2025,Teclado,Este,DISTRIBUIDOR,1,36.06,"36,06"
01-15-2025,Teclado,Norte,TIENDA,1,45.04,"45,04"
2025-12-01,Mouse,Centro,Online,3,25.83,"77,49"
2024-08-07,Mouse,Sur,Online,3,25.67,"77,01"
2025-03-14,Teclado,Norte,tienda,2,n/a,"91,84"
2025-07-19,Mouse,Norte,Tienda,3,25.31,"75,93"
2024-12-25,Monitor,Este,ONLINE,1,217.53,"217,53"
19/09/2025,Monitor,Norte,Online,1,208.89,"208,89"
2025-11-05,Auriculares,OESTE,Tienda,5,93.73,"468,65"
2024-05-29,Auriculares,Este,Online,4,91.06,"364,24"
2024-01-28,Teclado,Norte,Tienda,4,45.79,"183,16"
2024-12-10,Auriculares,Este,Online,5,92.2,"461,00"
2024-11-01,Mouse,Sur,Distribuidor,1,20.92,"20,92 €"
2024-11-25,Auriculares,centro,Online,4,85.09,"340,36"
2024-02-10,Mouse,Sur,Distribuidor,1,19.91,"19,91 €"
2024-08-20,Webcam,Norte,Tienda,1,67.55,"67,55"
2025-11-28,AURICULARES,Norte,online,1,90.96,"90,96"
2024-06-28,Auriculares,Centro,Online,4,91.1,"364,40 €"
2024-12-19,Mouse,Este,Distribuidor ,5,21.66,"108,30"
2024-03-08,Webcam,Centro,Distribuidor,1,51.41,"51,41 €"
2024-11-03,Monitor,Norte,Tienda Fisica,5,224.35,"1.121,75"
18/11/2024,Mouse,NORTE,Online,4,24.32,"97,28"
2025-08-26,Auriculares,Centro,Distribuidor,3,76.09,"228,27"
2024-12-03,Mouse,Centro,ONLINE,4,26.14,"104,56"
2025-07-18,Teclado,Oeste,Distribuidor,2,37.56,"75,12 €"
28/09/2025,Auriculares,Oeste,Tienda,2,86.13,"172,26"
2024-01-14,Monitor,Oeste,Online,5,222.89,"1.114,45 €"
16/07/2024,Monitor,Oeste,Tienda,3,225.65,"676,95"
,Mouse,Sur,Tienda,5,24.24,"121,20"
2025-09-06,Monitor,Norte,Tienda,1,215.89,"215,89"
10/12/2024,Auriculares,Centro,Distribuidor,5,71.37,"356,85 €"
2024-04-07,Webcam,Norte,Distrib.,3,53.94,"161,82 €"
02-24-2024,Auriculares,Norte,Online,4,87.55,"350,20 €"
2025-12-10,Teclado,Este,Tienda,2,45.88,"91,76 €"
2024-02-10,Auriculares,Este,Distribuidor,1,73.97,"73,97"
2024-05-14,Teclado,centro,Online,1,44.62,"44,62"
2024-11-07,Monitor,Norte,TIENDA,5,216.7,"1.083,50 €"
2025-12-07,Teclado,Norte,Online,4,44.44,"177,76"
2024-08-29,Monitor,Este,Tienda,3,220.2,"543,52"
2024-12-01,Auriculares,Oeste,Tienda,1,88.7,"88,70 €"
2025-07-21,Mouse,Oeste,Online,4,24.77,"99,08"
2025-06-18,Monitor,Norte,Distribuidor,2,175.58,"351,16 €"
2025-11-20,Auriculares,Este,Tienda,2,89.03,"178,06"
2025-12-12,Teclado,Centro,Distrib.,3,38.4,"115,20"
2025-09-11,Auriculares,Oeste,Online,2,93.66,"187,32"
19/09/2025,Monitor,Norte,Online,1,208.89,"208,89"
2025-11-05,Mouse,Norte,Distribuidor,3,18.72,"56,16 €"
2024-12-11,AURICULARES,este,Tienda física,3,87.78,"263,34 €"
28/08/2024,Teclado,Este,Distribuidor,5,36.81,"184,05 €"
2025-06-16,Auriculares,Norte,Online,2,90.3,"180,60 €"
01-30-2024,Auriculares,Centro,Online,4,87.82,"351,28"
2025-05-04,Teclado,Sur,Online,1,44.12,"44,12 €"
2025-01-03,Monitor,Sur,Distribuidor,2,184.49,"368,98"
09/06/2025,Mouse,Norte,Online,1,24.43,"24,43"
2025-06-13,Mouse,Oeste,Tienda,4,23.75,"€95,00"
2024-11-16,Teclado,Centro,Online,4,44.92,"179,68"
2025-09-01,Mouse,Sur,Tienda física,-,24.78,"€24,78"
2025-04-28,Auriculares,Centro,Tienda física,5,89.31,"446,55"
11-16-2024,Auriculares,Norte,Online,N/A,88.57,"265,71"
2025-09-11,Auriculares,CENTRO,Tienda,3,87.89,"263,67"
2024-04-06,Mouse,Este,Online,5,25.04,"125,20"
10/02/2025,Monitor,Norte,Tienda,1,220.75,"220,75"
2024-12-20,Teclado,Centro,Tienda,5,46.7,"233,50 €"
2025-12-09,Auriculares,Centro,Distrib.,1,71.28,"71,28"
2024-11-30,Auriculares,Este,Tienda,3,89.9,"269,70"
2025-07-25,Mouse,Norte,distribuidor,4,NULL,"80,28 €"
01-16-2024,Mouse,Norte,Online,5,25.36,"126,80"
2024-12-06,Monitor,Norte,Tienda,3,214.09,"€642,27 €"
16/12/2025,Auriculares,Sur,Online,3,87.72,"263,16"
2025-11-01,Auriculares,Oeste,Distribuidor,2,76.01,"152,02"
2024-03-30,Mouse,Norte,Distribuidor,2,19.81,"39,62"
2024-11-30,Monitor,Norte,DISTRIBUIDOR,1,181.24,"181,24"
2025-05-22,Mouse,Norte,Online,2,23.46,"46,92 €"
2025-01-14,Webcam,Sur,Tienda,5,65.97,"591,50"
2024-11-09,Webcam,Este,Online,5,66.77,"333,85 €"
2024-12-30,Monitor,Centro,Tienda,1,222.3,"222,30 €"
2024-04-09,Auriculares,Sur,Distribuidor,4,69.74,"278,96 €"
2025-04-14,Auriculares,Oeste,Distrib.,5,72.06,"360,30"
2024-05-22,Webcam,Este,Distribuidor,4,50.29,"201,16"
2025-05-06,Teclado,Sur,Online,2,45.45,"90,90 €"
2025-08-05,Webcam,oeste,Online,4,65.04,"€260,16"
,Monitor,Este,Tienda física,3,218.05,"654,15"
14/02/2024,Mouse,Norte,Online,2,26.01,"52,02"
2024-08-25,Mouse,Centro,Distribuidor,2,19.89,"39,78"
2024-12-14, Mouse,Este,Online,2,26.38,"52,76 €"
2025-12-07,Webcam,Oeste,Distribuidor,-2,53.25,"€53,25 €"
2024-06-08,Mouse,Sur,Online,1,25.44,"25,44"
2024-10-18,Auriculares,  Sur ,on-line,3,86.27,"258,81"
2025-10-30,Webcam,Sur,DISTRIBUIDOR,3,53.81,"161,43 €"
2024-03-04,Mouse,Centro,distribuidor,4,20.83,"83,32"
2025-06-24,Auriculares,norte,Tienda,2,89.83,"179,66 €"
2024-11-09,Mouse,  Este ,Online,5,24.45,"122,25"
2025-12-06,Auriculares,Oeste,Online,5,96.04,"480,20"
2025-10-03,Monitor,Sur,Tienda,3,210.7,"632,10"
2025-04-17,Auriculares,norte,Tienda,1,87.63,"87,63 €"
,Mouse,Centro,Online,1,24.68,"24,68 €"
2025-04-05,Auriculares,sur,Tienda,1,91.88,"91,88 €"
2025-11-11,Mouse,Norte,Online,3,24.82,"74,46"
2024-05-26,Mouse,Sur,Tienda,3,25.03,"75,09"
17/08/2024,Auriculares,Norte,Tienda física,3,88.61,"265,83 €"
2024-03-04,WEBCAM,este,Online,1,62.48,"62,48"
30/11/2025,WEBCAM,Sur,Tienda,4,66.74,"266,96 €"
2024-12-28,Teclado,Este,Online,5,46.29,"231,45"
2025-07-30,Teclado,Norte,Online,2,45.58,"91,16"
2024-12-10,Teclado,norte,Online,4,46.86,"187,44"
2025-07-03,Auriculares,Este,Tienda,3,92.15,"276,45 €"
2025-05-31,Mouse,Este,Tienda,3,26.59,"79,77"
2024-12-28,Webcam,Este,Tienda,null,65.29,"€261,16"
2025-04-09,Mouse,Oeste,Online,5,25.98,"129,90"
08/04/2025,Monitor,Este,Distribuidor,1,184.91,"184,91"
07-27-2024,Teclado,Oeste,Online,null,45.2,"180,80 €"
2025-11-24,Webcam,Centro,Online,4,63.91,"€255,64"
11-10-2025,Auriculares,Centro,Online,3,90.8,"272,40 €"
2024-10-03,Mouse,Norte,Online ,2,23.41,"€46,82"
2025-03-28,Auriculares,Oeste,Distribuidor,4,0.0,"545,74"
2025-04-01,Mouse,Centro,Tienda,2,24.15,"48,30 €"
2024-04-08,Mouse,Norte,Tienda,NA,23.98,"47,96"
10/12/2024,Monitor,Norte,Distrib.,2,180.59,"361,18"
2024-11-26,Teclado,CENTRO,Distribuidor,5,38.53,"192,65 €"
01-16-2024,Monitor,Este,Distribuidor,2,178.2,"356,40 €"
2025-02-08,MONITOR,Sur,Distribuidor,5,175.9,"879,50"
2025-05-28,Auriculares,OESTE,Online,2,91.29,"182,58"
2024-10-25,Webcam,  oeste ,Tienda,4,64.5,"258,00 €"
2025-02-19,Mouse,Este,Online,2,25.3,"50,60 €"
2024-05-22,Webcam,Este,Distribuidor,4,50.29,"201,16"
2024-12-23,Teclado,Centro,Online,1,44.03,"44,03 €"
2025-12-08,Webcam,Norte,ONLINE,1,67.91,"67,91"
2024-07-21,MOUSE,Oeste,Online,3,25.89,"77,67 €"
2025-02-16,Teclado,Este,Online,1,47.66,"47,66"
2025-04-29,Webcam,Sur,Online,3,62.23,"186,69"
2025-01-07,Monitor,Este,Online,2,217.22,"434,44 €"
2024-12-14,Teclado,Centro,Online,1,43.89,"43,89"
2025-11-28,Auriculares,Oeste,Distrib.,3,75.04,"225,12"
2024-12-21,Mouse,Sur,Tienda Fisica,3,24.61,"73,83 €"
2024-12-17,Auriculares,Centro,Online,3,95.53,"286,59 €"
2024-07-25,Monitor,Este,Tienda,1,222.14,"222,14 €"
2024-02-07,Monitor,Oeste,online,1,216.77,"216,77"
2025-04-26,AURICULARES,Este,DISTRIBUIDOR,2,76.04,"152,08"
2025-11-01,Mouse,Centro,Tienda,-,23.88,"71,64"
2024-05-28,Mouse,Este,Online,2,23.2,"46,40"
2024-08-21,Teclado,Este,Tienda Fisica,2,41.26,"82,52"
2024-10-14,Teclado,Oeste,Online,2,46.44,"92,88"
2025-11-11,Webcam,Centro,Tienda,3,64.44,"193,32"
2024-11-10,Monitor,oeste,Online,4,228.36,"913,44"
2024-04-12,MOUSE,Norte,Online,5,24.95,"124,75"
07-29-2024,Mouse,Este,Online,3,26.36,"79,08"
2024-01-21,Auriculares,Norte,Distribuidor,2,74.05,"148,10"
20/06/2024,Mouse,Sur,Tienda,2,23.32,"46,64 €"
2025-04-07,Mouse,Centro,Tienda,3,24.88,"74,64 €"
2025-12-31,Monitor,Centro,Online,4,220.71,"882,84"
2024-04-08,Mouse,Oeste,Distribuidor,3,20.06,"60,18"
2024-12-16,Mouse,Sur,Tienda,3,24.37,"73,11 €"
2025-04-14,Webcam,Centro,Tienda,2,64.12,"128,24 €"
2024-08-27,Teclado,Norte,Distribuidor,5,36.63,"183,15"
2025-12-14,Auriculares,Norte,Tienda,5,89.35,"446,75 €"
2024-03-29,Webcam,Este,Online,5,62.73,"313,65"
2024-07-13,Monitor,Norte,Online,1,n/a,"216,17 €"
16/01/2024,Auriculares,SUR,Tienda,4,92.31,"369,24"
30/08/2025,Webcam,Centro,Tienda,1,63.83,"63,83"
2024-11-08,Monitor,Centro,Distribuidor,3,183.02,"549,06"
2024-12-03,Auriculares,Sur,Online,-,87.96,"439,80 €"
2024-07-28,Monitor,Oeste,Tienda,4,212.82,"851,28 €"
2025-08-18,Monitor,Norte,Online,3,213.34,"640,02"
2024-06-17,Auriculares,Norte,Online,2,87.53,"175,06 €"
2025-05-31,Auriculares,Centro,Tienda,2,88.12,"176,24 €"
2025-07-23,Monitor,Norte,Online,1,222.96,"222,96 €"
08-01-2025,Teclado,Centro,Tienda,2,45.31,"90,62 €"
07-02-2025,Webcam,Norte,Online ,3,66.16,"198,48 €"
03-07-2024,Monitor,Norte,Online,1,221.86,"221,86"
2025-02-08,Monitor,Oeste,Online,1,216.79,"216,79 €"
2025-08-30,Mouse,Sur,Online,5,26.41,"132,05"
2025-11-14,Webcam,Este,Online,2,65.69,"131,38"
2024-11-05,Mouse,Norte,Tienda,3,24.84,"74,52 €"
2024-11-24,Teclado,Sur,Online,5,45.48,"227,40"
08-02-2025,Teclado,  Centro ,Distribuidor,2,38.13,"76,26"
2024-06-14,Monitor,?,ONLINE,2,216.12,"€432,24"
2025-06-27,WEBCAM,Sur,Tienda,1,65.92,"65,92"
2024-11-19,Auriculares,Sur,Online,2,93.26,"186,52"
2025-05-05,Mouse,,on-line,4,24.02,"96,08"
2024-12-10,Mouse,Centro,Online,2,24.35,"48,70"
2025-02-22,Teclado,Sur,Distribuidor,3,37.21,"111,63 €"
2025-09-28,Teclado,?,Online,5,46.42,"232,10"
2024-08-31,Mouse,Centro,Online,NA,26.72,"53,44 €"
2025-04-20,Teclado,Norte,Distribuidor,2,36.35,"72,70 €"
2024-11-19,Webcam,Centro,Tienda,4,63.95,"255,80 €"
2024-04-18,Monitor,Norte,Tienda,3,210.22,"630,66"
2025-06-24,Teclado,Centro,Online,3,44.76,"134,28"
2024-10-30,Monitor,Este,Tienda,2,225.72,"451,44"
2024-10-29,Mouse,Centro,Online,1,23.08,"23,08 €"
2025-05-14,Mouse,Norte,Tienda,2,25.15,"50,30 €"
2025-11-27,Webcam,Centro,Online,5,66.92,"334,60 €"
2025-09-24,Mouse,Norte,Online,5,22.88,"114,40 €"
2024-07-01,Auriculares,Centro,Online,3,89.26,"267,78"
2025-04-06,Auriculares,Centro,Online,2,89.8,"179,60 €"
2024-10-25,Teclado,Centro,Distribuidor,2,36.22,"72,44"
2025-05-20,Auriculares,Oeste,Online,4,86.98,"347,92 €"
2024-11-01,Teclado,Este,Tienda,1,46.29,"46,29"
2024-01-28,Auriculares,norte,Tienda física,5,91.89,"459,45"
2024-01-07,Teclado,Este,Online,4,44.69,"€178,76 €"
05-19-2025,Mouse,Este,Online,5,24.69,"123,45"
2024-09-20,MONITOR,Centro,Online,5,219.65,"1.098,25"
2024-09-22,Webcam,Este,Tienda,3,61.62,"184,86"
2024-05-08,Mouse,Sur,Distribuidor,3,19.62,"58,86 €"
2024-11-24,Mouse,Norte,Online,1,24.95,"24,95"
2025-08-27,Webcam,Norte,Online,4,63.33,"253,32"
2024-12-06,Monitor,Norte,TIENDA,3,214.09,"€642,27 €"
,,,,,,
2024-09-19,MOUSE,Oeste,Online,2,24.85,"606,04"
2025-12-27,Auriculares,Oeste,Distribuidor,5,71.3,"356,50"
2024-05-25,Monitor,Centro,Distribuidor,4,178.68,"714,72 €"
2025-11-06, Monitor,Norte,Tienda,2,222.02,"444,04 €"
2024-05-31,Teclado,Sur,Distribuidor,4,38.1,"152,40 €"
2025-12-10, Monitor,Oeste,Tienda,5,213.87,"1.069,35"
2024-09-12,TECLADO,Este,Online,3,44.11,"132,33 €"
2024-11-21,Mouse,oeste,Tienda,3,26.56,"79,68"
2024-11-08,Teclado,Centro,online,2,46.42,"92,84"
2024-04-08,Teclado,desconocida,Online,1,42.96,"42,96 €"
2024-07-28,Mouse,Norte,Online,2,24.48,"48,96 €"
2024-12-02,MONITOR,Este,TIENDA,2,228.59,"457,18"
24/11/2025,Mouse,Este,Online,1,24.57,"24,57"
2024-07-05,Auriculares,  Sur ,ONLINE,2,92.26,"236,03"
2025-12-10,Mouse,Centro,Distribuidor,2,21.67,"43,34"
2025-07-24,Monitor,Norte,Online,3,223.18,"669,54"
2024-06-03,Monitor,  centro ,Distribuidor,2,188.02,"376,04"
2025-08-22,Mouse,Oeste,Tienda,2,24.52,"49,04"
05-16-2025,Auriculares,Norte,Online,5,94.47,"472,35"
2025-04-26,AURICULARES,Oeste,Tienda,4,95.44,"381,76"
04-17-2024,Webcam,Norte,Tienda,2,63.32,"126,64"
24/02/2024,Webcam,Oeste,Distribuidor,2,54.22,"108,44"
2025-09-17,Auriculares,Centro,ONLINE,5,91.9,"459,50 €"
2025-03-30,MOUSE,Sur,Distribuidor,5,21.09,"105,45"
2025-11-11,Monitor,CENTRO,Online,1,222.89,"222,89"
2024-12-27,Webcam,Sur,Distribuidor,1,49.36,"49,36"
2024-12-01,Mouse,Norte,Online,1,26.39,"26,39"
2025-07-02,Mouse,Centro,Tienda física,5,24.48,"122,40"
2025-04-18,Monitor,Centro,Tienda,2,217.1,"434,20"
2024-09-11,Monitor,Este,Tienda,4,213.06,"852,24"
2024-12-19,Auriculares,Oeste,Distribuidor,4,72.73,"€290,92 €"
2025-09-03,Mouse,Oeste,Online,1,25.39,"25,39"
2025-07-06, Auriculares,sur,Online,5,91.51,"457,55"
2025-07-25,Mouse,  Centro ,Online,5,25.01,"125,05"
2024-12-10,Teclado,Centro,Online ,1,43.75,"43,75"
2024-03-24,Mouse,Oeste,Online,3,25.94,"77,82"
2024-08-16,Auriculares,ESTE,Tienda,2,85.71,"171,42"
2024-12-15,Mouse,Centro,Online,4,24.06,"96,24"
09/12/2025,Auriculares,Oeste,Online ,5,84.71,"423,55"
2025-04-06,Webcam,Sur,Distribuidor,2,52.33,"104,66"
2024-05-13,Webcam,Norte,Online,3,64.25,"192,75"
2024-12-27,Auriculares,Este,Online,1,95.13,"95,13 €"
2025-03-08, Mouse,Oeste,Online,3,24.05,"72,15"
2024-01-10,Mouse,Oeste,on-line,5,24.62,"123,10"
2025-12-24,Mouse,Centro,Online,1,26.44,"26,44"
2024-12-03,Teclado,Norte,Tienda física,1,46.39,"46,39"
2024-03-20,Auriculares,Norte,Online,5,86.33,"431,65 €"
2024-09-08,Auriculares,Centro,Online,-,94.45,"283,35"
2024-09-09,Teclado,Oeste,Distribuidor,5,36.93,"184,65"
2025-06-26,Teclado,Este,Distribuidor,1,36.75,"36,75 €"
08-02-2025,Teclado,  Centro ,Distribuidor,2,38.13,"76,26"
2025-07-10,Mouse,Oeste,Tienda,3,26.14,"78,42"
