fecha,producto,region,canal,unidades_vendidas,precio_unitario,ingreso
2025-01-16,Mouse,Norte,Online,5.0,25.94,129.7
2025-09-22,Mouse,Oeste,Online,1.0,24.17,24.17
2024-12-28,Mouse,Este,Tienda,2.0,24.81,49.62
2024-02-15,Mouse,Sur,Online,1.0,25.61,25.61
2024-04-10,Teclado,Norte,Online,1.0,46.27,46.27
2025-04-14,Auriculares,Centro,Online,1.0,91.23,91.23
,Mouse,Oeste,Online,4.0,25.02,100.08
2025-02-15,Auriculares,Sur,Online,3.0,92.86,278.58
2025-06-28,Auriculares,Norte,Tienda,4.0,92.56,370.24
2025-09-07,Monitor,Este,Online,5.0,223.64,1118.2
2025-11-05,Mouse,Sur,Online,4.0,25.43,101.72
2024-12-17,Teclado,Este,Online,4.0,46.17,184.68
2024-12-03,Mouse,Oeste,Tienda,2.0,25.95,51.9
2024-03-30,Webcam,Norte,Distribuidor,5.0,55.12,275.6
2024-03-22,Mouse,Oeste,Online,5.0,24.16,120.8
2025-10-10,Auriculares,Centro,Online,4.0,95.38,381.52
2024-03-11,Mouse,Centro,Online,5.0,25.84,129.2
2025-10-21,Mouse,Centro,Tienda,1.0,24.16,24.16
2025-02-08,Mouse,Sur,Distribuidor,4.0,19.98,79.92
2025-11-12,Auriculares,Sur,Tienda,4.0,84.57,338.28
2025-12-07,Mouse,Oeste,Distribuidor,2.0,21.09,42.18
2025-12-29,Auriculares,Este,Distribuidor,5.0,74.78,373.9
2024-12-23,Auriculares,Oeste,Tienda,4.0,88.59,354.36
2025-07-13,Mouse,Norte,Distribuidor,3.0,21.24,63.72
2025-12-18,Auriculares,Este,Online,3.0,84.97,254.91
2025-06-22,Monitor,Sur,Online,2.0,221.5,443.0
2024-05-12,Teclado,Este,Tienda,3.0,45.14,135.42
2025-10-24,Teclado,Este,Tienda,5.0,43.77,218.85
2024-09-15,Mouse,Centro,Online,3.0,25.85,77.55
2024-11-30,Teclado,Este,Online,4.0,42.8,171.2
2024-01-21,Mouse,Este,Distribuidor,3.0,20.7,62.1
2025-04-18,Auriculares,Este,Distribuidor,3.0,71.68,215.04
2025-12-10,Monitor,Oeste,Online,3.0,228.39,685.17
2025-06-03,Monitor,Norte,Tienda,1.0,220.09,220.09
2024-09-17,Auriculares,Norte,Tienda,1.0,89.12,89.12
2025-12-29,Auriculares,Centro,Online,4.0,91.01,364.04
2024-10-05,Webcam,Norte,Online,4.0,65.62,262.48
2024-11-16,Teclado,Norte,Online,5.0,46.3,231.5
2025-09-05,Auriculares,Sur,Tienda,1.0,87.13,794.75
,Auriculares,Norte,Tienda,1.0,84.08,84.08
2025-12-28,Monitor,Centro,Tienda,5.0,212.27,1061.35
2025-11-07,Mouse,Centro,Online,5.0,23.23,116.15
2025-06-22,Teclado,Centro,Online,1.0,44.16,44.16
2024-05-20,Mouse,,Tienda,4.0,24.74,98.96
2024-07-17,Mouse,Centro,Online,2.0,25.38,50.76
2024-01-10,Auriculares,Oeste,Distribuidor,5.0,78.88,394.4
2024-04-29,Mouse,Centro,Tienda,3.0,24.82,74.46
2025-05-06,Teclado,Oeste,Distribuidor,4.0,38.1,152.4
2025-12-25,Teclado,Norte,Online,3.0,45.37,136.11
2024-12-15,Mouse,Oeste,Online,2.0,24.22,48.44
2024-07-01,Auriculares,Centro,Online,3.0,89.26,267.78
2025-11-12,Auriculares,Centro,Tienda,5.0,89.36,446.8
2025-03-29,Teclado,Norte,Online,1.0,44.33,44.33
2025-10-06,Auriculares,Sur,Online,2.0,89.82,179.64
2024-12-05,Monitor,Norte,Online,4.0,215.24,860.96
2025-01-24,Teclado,Oeste,Tienda,5.0,44.78,223.9
2024-12-19,Auriculares,Oeste,Distribuidor,4.0,72.73,290.92
2025-10-10,Auriculares,Este,Tienda,4.0,89.76,359.04
2024-05-26,Mouse,Este,Distribuidor,3.0,19.74,59.22
2024-04-30,Mouse,Centro,Online,1.0,24.4,24.4
2025-08-10,Mouse,Sur,Online,4.0,23.96,95.84
2025-11-19,Mouse,Sur,Tienda,3.0,25.41,76.23
2025-09-26,Teclado,Centro,Tienda,5.0,44.45,222.25
2024-11-23,Webcam,Este,Tienda,5.0,62.78,313.9
2024-02-04,Teclado,Norte,Online,2.0,47.46,94.92
2025-06-22,Teclado,Centro,Online,1.0,44.54,272.38
2024-04-25,Auriculares,Centro,Online,5.0,87.11,435.55
2024-12-08,Teclado,Sur,Distribuidor,4.0,36.47,145.88
2024-12-21,Mouse,Norte,Tienda,5.0,24.63,123.15
,Monitor,Oeste,Online,1.0,224.32,224.32
2025-12-04,Monitor,Sur,Tienda,4.0,217.27,869.08
2025-08-30,Auriculares,Sur,Distribuidor,3.0,72.9,218.7
2025-03-13,Mouse,Norte,Tienda,5.0,25.15,125.75
2025-09-07,Teclado,Norte,Tienda,5.0,45.37,226.85
2025-09-19,Auriculares,Este,Tienda,1.0,89.61,89.61
2025-06-25,Auriculares,Sur,Online,2.0,90.55,181.1
2025-12-02,Monitor,Sur,Online,5.0,222.72,1113.6
2025-11-14,Mouse,Norte,Online,2.0,23.69,47.38
2024-03-22,Webcam,Norte,Online,5.0,61.9,309.5
2025-07-15,Auriculares,Este,Tienda,1.0,93.48,93.48
2024-07-05,Mouse,Sur,Online,3.0,24.94,74.82
2025-12-08,Teclado,Oeste,Online,2.0,47.62,95.24
2025-06-06,Mouse,Norte,Online,3.0,24.02,72.06
2025-01-08,Monitor,Este,Online,1.0,223.56,223.56
2024-04-21,Monitor,Norte,Online,2.0,219.86,439.72
2025-03-23,Mouse,Norte,Distribuidor,5.0,20.61,103.05
2024-11-15,Teclado,Centro,Online,4.0,47.38,189.52
2025-08-25,Auriculares,Centro,Tienda,5.0,89.8,22.45
2025-11-20,Monitor,Este,Tienda,2.0,219.24,438.48
2025-12-30,Auriculares,Norte,Online,1.0,95.3,95.3
2024-04-08,Monitor,Sur,Tienda,4.0,224.29,897.16
2025-12-06,Teclado,Norte,Tienda,1.0,44.59,44.59
2024-06-09,Teclado,Norte,Online,4.0,46.62,186.48
2025-10-27,Auriculares,Oeste,Tienda,4.0,91.32,365.28
2025-12-22,Mouse,Centro,Tienda,4.0,25.3,101.2
2024-04-12,Mouse,Norte,Online,3.0,25.42,76.26
2025-12-25,Teclado,Sur,Tienda,1.0,47.66,47.66
2024-09-22,Auriculares,Norte,Online,1.0,92.76,92.76
2024-03-27,Monitor,Oeste,Online,3.0,226.68,680.04
2024-11-28,Webcam,Sur,Tienda,4.0,63.85,255.4
2025-06-08,Teclado,Centro,Tienda,2.0,46.6,93.2
2025-11-05,Teclado,Centro,Tienda,5.0,43.97,219.85
2025-03-19,Teclado,Centro,Tienda,2.0,47.06,94.12
2024-12-24,Monitor,Centro,Distribuidor,1.0,183.52,183.52
,Auriculares,Sur,Online,1.0,89.5,359.63
2025-05-03,Monitor,Sur,Tienda,1.0,218.52,218.52
2024-02-09,Monitor,Este,Online,1.0,216.27,216.27
2025-11-06,Teclado,Oeste,Online,4.0,46.53,186.12
2025-08-15,Auriculares,Norte,Online,3.0,89.76,269.28
2024-11-20,Teclado,Centro,Tienda,4.0,46.14,184.56
2025-11-28,Webcam,Sur,Distribuidor,3.0,51.94,155.82
2024-07-18,Mouse,Oeste,Distribuidor,3.0,20.81,62.43
2024-03-15,Auriculares,Norte,Tienda,2.0,92.78,185.56
2025-10-30,Webcam,Sur,Distribuidor,3.0,53.81,161.43
2024-07-11,Teclado,Este,Tienda,2.0,46.88,93.76
2024-11-23,Auriculares,Oeste,Tienda,2.0,91.74,183.48
2025-11-11,Teclado,Norte,Online,4.0,42.89,171.56
2024-06-21,Monitor,Oeste,Distribuidor,3.0,175.65,526.95
2025-02-06,Auriculares,Oeste,Distribuidor,5.0,72.09,360.45
2025-12-29,Monitor,Este,Online,3.0,231.54,694.62
2025-12-30,Mouse,Oeste,Online,1.0,25.04,25.04
2025-10-01,Monitor,Centro,Online,4.0,206.77,827.08
2024-09-02,Teclado,Este,Tienda,4.0,47.44,189.76
2024-12-31,Webcam,Centro,Online,5.0,64.77,323.85
2024-12-10,Teclado,Norte,Online,4.0,46.86,187.44
2025-03-06,Monitor,Este,Tienda,1.0,213.91,213.91
2025-11-24,Mouse,Sur,Distribuidor,1.0,21.5,21.5
2025-04-26,Auriculares,Centro,Distribuidor,3.0,73.94,221.82
2024-04-04,Monitor,Oeste,Online,2.0,222.28,444.56
2025-11-17,Mouse,Norte,Tienda,3.0,25.38,76.14
2025-12-17,Mouse,Centro,Tienda,1.0,25.28,25.28
2024-11-19,Mouse,Norte,Tienda,5.0,26.41,132.05
2024-07-22,Monitor,Norte,Distribuidor,3.0,170.2,510.6
2024-10-06,Mouse,Norte,Online,4.0,25.51,102.04
2024-09-17,Mouse,Centro,Online,4.0,25.92,103.68
2024-04-03,Webcam,Oeste,Online,4.0,63.91,255.64
2024-09-11,Webcam,Centro,Tienda,2.0,66.32,132.64
2025-07-05,Auriculares,Oeste,Distribuidor,3.0,70.5,211.5
2024-01-02,Teclado,Oeste,Tienda,4.0,45.14,180.56
2025-02-25,Teclado,Norte,Tienda,5.0,46.31,231.55
2024-11-17,Mouse,Norte,Tienda,,,25.92
2025-12-06,Teclado,Norte,Online,3.0,43.73,131.19
2024-05-18,Mouse,Oeste,Online,3.0,24.44,73.32
2024-05-20,Monitor,Este,Tienda,1.0,210.71,210.71
2024-11-16,Mouse,Sur,Tienda,4.0,24.22,96.88
2024-03-18,Teclado,Norte,Online,4.0,48.51,194.04
2024-11-15,Auriculares,Norte,Online,1.0,89.07,89.07
2024-10-15,Mouse,Sur,Distribuidor,2.0,20.53,41.06
2024-09-27,Mouse,Este,Online,4.0,25.5,102.0
2024-11-07,Monitor,Sur,Tienda,1.0,210.84,210.84
2025-03-11,Auriculares,Norte,Online,2.0,86.97,173.94
2024-08-05,Monitor,Oeste,Distribuidor,5.0,182.14,910.7
2025-12-16,Teclado,Oeste,Distribuidor,4.0,35.94,143.76
2024-09-06,Teclado,Centro,Tienda,4.0,45.16,180.64
2025-12-18,Mouse,Centro,Online,2.0,25.02,50.04
2024-11-19,Auriculares,Norte,Online,4.0,89.58,358.32
2024-12-15,Monitor,Sur,Online,5.0,220.69,1103.45
2024-04-30,Monitor,Centro,Distribuidor,2.0,174.42,348.84
2024-04-07,Auriculares,Norte,Online,2.0,90.79,181.58
2024-11-18,Auriculares,Sur,Online,5.0,90.71,453.55
2025-08-24,Teclado,Norte,Tienda,2.0,42.69,85.38
2025-12-06,Webcam,Norte,Online,3.0,66.4,199.2
2025-07-15,Mouse,,Online,4.0,24.95,99.8
2024-11-09,Auriculares,Este,Tienda,3.0,90.27,270.81
2025-09-17,Auriculares,Centro,Online,5.0,91.9,459.5
2025-03-04,Webcam,Centro,Online,2.0,65.37,130.74
2024-11-12,Monitor,Oeste,Online,3.0,223.3,669.9
2025-11-10,Teclado,Oeste,Tienda,1.0,45.1,45.1
2024-12-20,Mouse,Sur,Online,1.0,25.24,25.24
2025-06-13,Webcam,Norte,Distribuidor,4.0,53.86,215.44
2025-12-06,Auriculares,Sur,Online,5.0,89.44,447.2
2025-03-26,Teclado,Sur,Tienda,2.0,44.48,88.96
2025-01-01,Auriculares,Este,Online,4.0,91.56,366.24
2025-04-30,Auriculares,Sur,Distribuidor,5.0,75.24,376.2
2024-01-07,Mouse,Norte,Tienda,4.0,24.58,98.32
2025-11-21,Monitor,Norte,Tienda,1.0,217.55,217.55
2024-09-10,Webcam,Sur,Online,4.0,64.39,257.56
2025-05-21,Webcam,Sur,Online,3.0,67.27,201.81
2025-05-04,Teclado,Centro,Tienda,4.0,45.31,181.24
2024-09-02,Mouse,Centro,Tienda,4.0,24.13,96.52
2025-05-25,Monitor,Oeste,Distribuidor,4.0,176.99,707.96
2025-12-11,Teclado,Norte,Tienda,1.0,44.37,44.37
2024-07-12,Auriculares,Sur,Online,1.0,92.66,92.66
2025-12-24,Mouse,Centro,Online,1.0,26.44,26.44
2025-12-07,Webcam,Norte,Online,5.0,64.41,322.05
2024-02-07,Monitor,Oeste,Online,1.0,216.77,216.77
2024-11-05,Mouse,Centro,Tienda,5.0,24.02,120.1
2025-04-30,Auriculares,Sur,Distribuidor,4.0,75.11,300.44
2024-11-20,Auriculares,Norte,Tienda,4.0,96.22,384.88
2025-12-14,Auriculares,Norte,Tienda,3.0,89.94,269.82
2024-08-09,Teclado,Oeste,Online,4.0,45.98,183.92
2024-10-08,Webcam,Centro,Online,2.0,67.77,135.54
2024-10-07,Mouse,Oeste,Online,1.0,24.15,24.15
2024-02-15,Mouse,Oeste,Tienda,3.0,25.03,75.09
2024-05-12,Auriculares,Centro,Online,2.0,88.68,177.36
2024-08-14,Monitor,Oeste,Online,1.0,217.86,217.86
2024-07-22,Teclado,Norte,Tienda,3.0,45.5,136.5
2025-01-04,Mouse,Este,Tienda,2.0,24.21,48.42
2024-12-01,Monitor,Este,Tienda,3.0,218.07,654.21
2024-11-01,Monitor,Sur,Online,5.0,223.3,1116.5
2025-02-16,Auriculares,Sur,Distribuidor,3.0,72.43,217.29
2024-12-14,Webcam,Norte,Tienda,4.0,62.62,250.48
2025-09-09,Monitor,Centro,Distribuidor,5.0,178.52,892.6
2024-06-02,Mouse,Norte,Distribuidor,5.0,20.37,101.85
2024-06-14,Teclado,Norte,Tienda,3.0,43.51,130.53
2025-06-30,Teclado,Norte,Distribuidor,4.0,38.79,155.16
2024-11-04,Mouse,Norte,Tienda,1.0,25.11,25.11
2024-05-30,Mouse,Sur,Online,1.0,25.91,25.91
2025-04-10,Teclado,Oeste,Distribuidor,1.0,36.1,36.1
2024-04-29,Auriculares,Norte,Tienda,5.0,90.63,453.15
2024-11-25,Auriculares,Oeste,Online,5.0,90.83,454.15
2024-07-08,Webcam,Norte,Tienda,1.0,62.93,62.93
2024-03-29,Auriculares,Sur,Online,4.0,89.3,357.2
2025-12-26,Auriculares,Norte,Online,4.0,93.75,375.0
2024-05-23,Auriculares,Oeste,Distribuidor,5.0,76.74,383.7
2024-02-08,Auriculares,Sur,Online,5.0,91.8,459.0
2024-12-06,Teclado,Este,Distribuidor,3.0,38.51,115.53
2025-02-07,Mouse,Este,Distribuidor,2.0,19.24,38.48
2024-08-25,Auriculares,Sur,Tienda,4.0,94.25,377.0
2024-08-31,Mouse,Norte,Online,1.0,24.28,24.28
2025-12-29,Webcam,Oeste,Online,5.0,65.61,328.05
2024-11-02,Auriculares,Norte,Online,4.0,88.69,354.76
2025-01-05,Auriculares,Centro,Tienda,3.0,89.03,267.09
2025-08-27,Webcam,Norte,Distribuidor,3.0,54.28,162.84
2025-03-07,Mouse,Oeste,Tienda,4.0,24.47,97.88
2025-06-02,Teclado,Centro,Online,3.0,45.88,137.64
2025-01-23,Auriculares,Norte,Online,1.0,88.88,88.88
2025-09-02,Mouse,Norte,Distribuidor,4.0,19.84,79.36
2025-06-25,Teclado,Este,Online,5.0,42.01,210.05
2024-01-10,Mouse,Oeste,Online,5.0,24.62,123.1
2025-03-22,Monitor,Oeste,Tienda,2.0,214.61,429.22
2025-06-27,Monitor,Centro,Distribuidor,3.0,177.7,533.1
2024-08-18,Auriculares,Oeste,Tienda,3.0,85.8,257.4
2024-12-06,Mouse,Centro,Tienda,4.0,25.57,102.28
2024-12-18,Teclado,Norte,Tienda,4.0,45.26,181.04
2024-12-14,Teclado,Este,Tienda,1.0,48.04,48.04
,Monitor,Centro,Online,5.0,215.27,1076.35
2024-11-02,Auriculares,Centro,Tienda,3.0,90.18,270.54
2025-05-25,Mouse,Sur,Online,1.0,24.91,24.91
2024-11-18,Teclado,Oeste,Online,4.0,46.24,184.96
2024-12-23,Auriculares,Centro,Tienda,2.0,87.76,175.52
2025-08-24,Auriculares,Oeste,Tienda,1.0,84.98,84.98
2024-04-08,Webcam,Centro,Tienda,1.0,64.54,64.54
2024-06-24,Mouse,Este,Online,1.0,25.38,25.38
2024-11-12,Teclado,Norte,Tienda,1.0,44.68,44.68
2024-06-18,Auriculares,Sur,Online,1.0,92.14,92.14
2025-12-05,Monitor,Sur,Tienda,3.0,215.08,645.24
2024-02-22,Webcam,Centro,Distribuidor,4.0,53.35,213.4
2024-11-06,Webcam,Sur,Tienda,1.0,68.19,68.19
2024-05-08,Teclado,Norte,Distribuidor,2.0,39.53,79.06
2025-12-19,Auriculares,Este,Online,5.0,91.97,459.85
2024-08-22,Auriculares,Norte,Online,5.0,95.68,478.4
2025-09-08,Teclado,Oeste,Online,5.0,48.56,242.8
2025-03-07,Monitor,Centro,Tienda,1.0,213.89,213.89
2025-04-08,Monitor,Norte,Distribuidor,2.0,184.5,369.0
2024-08-25,Mouse,Oeste,Tienda,2.0,25.17,50.34
2025-02-15,Webcam,Norte,Distribuidor,3.0,49.62,148.86
2024-12-21,Monitor,Norte,Online,2.0,220.59,441.18
2024-10-27,Auriculares,Sur,Tienda,5.0,92.87,464.35
2024-04-11,Monitor,Oeste,Online,4.0,205.37,821.48
2025-03-19,Mouse,Sur,Tienda,5.0,24.77,123.85
2024-11-01,Auriculares,Centro,Online,1.0,93.34,93.34
2024-12-27,Teclado,Sur,Online,3.0,46.06,138.18
2024-01-21,Mouse,Centro,Online,1.0,23.22,23.22
2024-04-04,Webcam,Centro,Distribuidor,5.0,53.55,267.75
2024-11-16,Auriculares,Norte,Tienda,1.0,87.03,87.03
2025-11-03,Monitor,Centro,Tienda,5.0,232.2,1161.0
2024-09-22,Auriculares,Sur,Online,1.0,91.89,91.89
2024-10-12,Mouse,Oeste,Distribuidor,1.0,20.16,409.56
2025-06-20,Mouse,Norte,Distribuidor,1.0,20.88,20.88
2024-04-12,Auriculares,Centro,Online,3.0,93.6,280.8
2025-08-19,Auriculares,Norte,Online,4.0,94.67,378.68
2025-09-26,Teclado,Este,Online,1.0,45.51,45.51
2024-01-26,Teclado,Centro,Distribuidor,3.0,35.45,106.35
2025-12-09,Monitor,Este,Online,3.0,230.25,690.75
2025-06-03,Auriculares,Norte,Online,5.0,88.2,719.79
2024-12-20,Monitor,Este,Online,2.0,214.14,428.28
2024-05-02,Webcam,Este,Tienda,3.0,64.12,192.36
2025-11-21,Monitor,Este,Tienda,4.0,225.69,902.76
2025-11-10,Auriculares,Oeste,Tienda,2.0,89.73,179.46
2024-09-30,Webcam,Centro,Online,2.0,59.96,119.92
2024-04-21,Mouse,Sur,Distribuidor,5.0,20.81,104.05
2025-03-12,Auriculares,Sur,Distribuidor,2.0,73.44,146.88
2024-11-02,Mouse,Este,Tienda,4.0,26.76,107.04
2024-03-04,Webcam,Norte,Distribuidor,5.0,56.71,283.55
2025-03-24,Teclado,Sur,Distribuidor,4.0,38.19,152.76
2024-12-24,Auriculares,Norte,Online,2.0,90.1,180.2
2024-02-19,Monitor,Norte,Tienda,5.0,221.86,1109.3
2025-03-17,Mouse,Centro,Online,1.0,23.22,23.22
2024-03-14,Auriculares,Este,Distribuidor,2.0,66.67,133.34
2025-07-06,Teclado,Este,Online,5.0,45.83,229.15
2024-11-13,Monitor,Sur,Online,1.0,227.1,227.1
2025-07-15,Auriculares,Centro,Distribuidor,5.0,75.75,378.75
2024-04-19,Monitor,Sur,Online,3.0,216.08,749.49
2024-08-03,Monitor,Oeste,Online,1.0,232.8,232.8
2025-09-28,Auriculares,Centro,Online,1.0,93.9,93.9
2025-05-30,Mouse,Oeste,Tienda,5.0,23.15,115.75
2025-04-26,Monitor,Norte,Online,4.0,214.66,858.64
2025-03-22,Webcam,Norte,Tienda,5.0,64.47,322.35
2025-01-28,Auriculares,Norte,Online,5.0,94.7,473.5
2025-12-09,Mouse,Oeste,Online,4.0,25.96,103.84
,Teclado,,Tienda,1.0,43.22,43.22
2024-10-27,Auriculares,Este,Tienda,5.0,89.08,445.4
2025-11-19,Auriculares,Este,Online,3.0,85.88,257.64
2024-08-03,Monitor,Norte,Tienda,2.0,217.14,434.28
2025-12-19,Mouse,Norte,Online,4.0,24.11,96.44
2024-07-03,Monitor,Centro,Online,3.0,219.71,659.13
2025-12-11,Monitor,Oeste,Tienda,4.0,209.84,839.36
2024-02-20,Auriculares,Oeste,Online,2.0,89.41,178.82
2024-09-22,Mouse,Norte,Online,3.0,25.2,75.6
2024-04-15,Mouse,,Distribuidor,2.0,19.89,39.78
2025-04-26,Auriculares,Norte,Online,5.0,94.52,472.6
2024-01-16,Monitor,Este,Online,3.0,219.52,658.56
2025-11-26,Auriculares,Sur,Distribuidor,5.0,73.4,367.0
,Webcam,Sur,Online,2.0,64.21,128.42
2025-02-11,Mouse,Este,Online,1.0,24.58,24.58
2024-12-26,Mouse,Oeste,Tienda,5.0,24.29,121.45
2025-04-27,Webcam,Este,Tienda,3.0,66.02,198.06
2025-07-09,Teclado,Sur,Distribuidor,1.0,38.36,38.36
2025-12-18,Monitor,Norte,Online,1.0,217.02,217.02
2025-07-19,Teclado,Este,Distribuidor,1.0,36.06,36.06
2025-01-15,Teclado,Norte,Tienda,1.0,45.04,45.04
2025-12-01,Mouse,Centro,Online,3.0,25.83,77.49
2024-08-07,Mouse,Sur,Online,3.0,25.67,77.01
2025-03-14,Teclado,Norte,Tienda,2.0,45.92,91.84
2025-07-19,Mouse,Norte,Tienda,3.0,25.31,75.93
2024-12-25,Monitor,Este,Online,1.0,217.53,217.53
2025-09-19,Monitor,Norte,Online,1.0,208.89,208.89
2025-11-05,Auriculares,Oeste,Tienda,5.0,93.73,468.65
2024-05-29,Auriculares,Este,Online,4.0,91.06,364.24
2024-01-28,Teclado,Norte,Tienda,4.0,45.79,183.16
2024-12-10,Auriculares,Este,Online,5.0,92.2,461.0
2024-11-01,Mouse,Sur,Distribuidor,1.0,20.92,20.92
2024-11-25,Auriculares,Centro,Online,4.0,85.09,340.36
2024-02-10,Mouse,Sur,Distribuidor,1.0,19.91,19.91
2024-08-20,Webcam,Norte,Tienda,1.0,67.55,67.55
2025-11-28,Auriculares,Norte,Online,1.0,90.96,90.96
2024-06-28,Auriculares,Centro,Online,4.0,91.1,364.4
2024-12-19,Mouse,Este,Distribuidor,5.0,21.66,108.3
2024-11-03,Monitor,Norte,Tienda,5.0,224.35,1121.75
2024-11-18,Mouse,Norte,Online,4.0,24.32,97.28
2025-08-26,Auriculares,Centro,Distribuidor,3.0,76.09,228.27
2024-12-03,Mouse,Centro,Online,4.0,26.14,104.56
2025-07-18,Teclado,Oeste,Distribuidor,2.0,37.56,75.12
2025-09-28,Auriculares,Oeste,Tienda,2.0,86.13,172.26
2024-01-14,Monitor,Oeste,Online,5.0,222.89,1114.45
2024-07-16,Monitor,Oeste,Tienda,3.0,225.65,676.95
,Mouse,Sur,Tienda,5.0,24.24,121.2
2025-09-06,Monitor,Norte,Tienda,1.0,215.89,215.89
2024-12-10,Auriculares,Centro,Distribuidor,5.0,71.37,356.85
2024-04-07,Webcam,Norte,Distribuidor,3.0,53.94,161.82
2024-02-24,Auriculares,Norte,Online,4.0,87.55,350.2
2025-12-10,Teclado,Este,Tienda,2.0,45.88,91.76
2024-02-10,Auriculares,Este,Distribuidor,1.0,73.97,73.97
2024-05-14,Teclado,Centro,Online,1.0,44.62,44.62
2024-11-07,Monitor,Norte,Tienda,5.0,216.7,1083.5
2025-12-07,Teclado,Norte,Online,4.0,44.44,177.76
2024-08-29,Monitor,Este,Tienda,3.0,220.2,543.52
2024-12-01,Auriculares,Oeste,Tienda,1.0,88.7,88.7
2025-07-21,Mouse,Oeste,Online,4.0,24.77,99.08
2025-06-18,Monitor,Norte,Distribuidor,2.0,175.58,351.16
2025-11-20,Auriculares,Este,Tienda,2.0,89.03,178.06
2025-12-12,Teclado,Centro,Distribuidor,3.0,38.4,115.2
2025-09-11,Auriculares,Oeste,Online,2.0,93.66,187.32
2025-11-05,Mouse,Norte,Distribuidor,3.0,18.72,56.16
2024-12-11,Auriculares,Este,Tienda,3.0,87.78,263.34
2024-08-28,Teclado,Este,Distribuidor,5.0,36.81,184.05
2025-06-16,Auriculares,Norte,Online,2.0,90.3,180.6
2024-01-30,Auriculares,Centro,Online,4.0,87.82,351.28
2025-05-04,Teclado,Sur,Online,1.0,44.12,44.12
2025-01-03,Monitor,Sur,Distribuidor,2.0,184.49,368.98
2025-06-09,Mouse,Norte,Online,1.0,24.43,24.43
2025-06-13,Mouse,Oeste,Tienda,4.0,23.75,95.0
2024-11-16,Teclado,Centro,Online,4.0,44.92,179.68
2025-09-01,Mouse,Sur,Tienda,1.0,24.78,24.78
2025-04-28,Auriculares,Centro,Tienda,5.0,89.31,446.55
2024-11-16,Auriculares,Norte,Online,3.0,88.57,265.71
2025-09-11,Auriculares,Centro,Tienda,3.0,87.89,263.67
2024-04-06,Mouse,Este,Online,5.0,25.04,125.2
2025-02-10,Monitor,Norte,Tienda,1.0,220.75,220.75
2024-12-20,Teclado,Centro,Tienda,5.0,46.7,233.5
2025-12-09,Auriculares,Centro,Distribuidor,1.0,71.28,71.28
2024-11-30,Auriculares,Este,Tienda,3.0,89.9,269.7
2025-07-25,Mouse,Norte,Distribuidor,4.0,20.07,80.28
2024-01-16,Mouse,Norte,Online,5.0,25.36,126.8
2024-12-06,Monitor,Norte,Tienda,3.0,214.09,642.27
2025-12-16,Auriculares,Sur,Online,3.0,87.72,263.16
2025-11-01,Auriculares,Oeste,Distribuidor,2.0,76.01,152.02
2024-03-30,Mouse,Norte,Distribuidor,2.0,19.81,39.62
2024-11-30,Monitor,Norte,Distribuidor,1.0,181.24,181.24
2025-05-22,Mouse,Norte,Online,2.0,23.46,46.92
2025-01-14,Webcam,Sur,Tienda,5.0,65.97,591.5
2024-11-09,Webcam,Este,Online,5.0,66.77,333.85
2024-12-30,Monitor,Centro,Tienda,1.0,222.3,222.3
2024-04-09,Auriculares,Sur,Distribuidor,4.0,69.74,278.96
2025-04-14,Auriculares,Oeste,Distribuidor,5.0,72.06,360.3
2024-05-22,Webcam,Este,Distribuidor,4.0,50.29,201.16
2025-05-06,Teclado,Sur,Online,2.0,45.45,90.9
2025-08-05,Webcam,Oeste,Online,4.0,65.04,260.16
,Monitor,Este,Tienda,3.0,218.05,654.15
2024-02-14,Mouse,Norte,Online,2.0,26.01,52.02
2024-08-25,Mouse,Centro,Distribuidor,2.0,19.89,39.78
2024-12-14,Mouse,Este,Online,2.0,26.38,52.76
2025-12-07,Webcam,Oeste,Distribuidor,1.0,53.25,53.25
2024-06-08,Mouse,Sur,Online,1.0,25.44,25.44
2024-10-18,Auriculares,Sur,Online,3.0,86.27,258.81
2024-03-04,Mouse,Centro,Distribuidor,4.0,20.83,83.32
2024-11-09,Mouse,Este,Online,5.0,24.45,122.25
2025-12-06,Auriculares,Oeste,Online,5.0,96.04,480.2
2025-10-03,Monitor,Sur,Tienda,3.0,210.7,632.1
2025-04-17,Auriculares,Norte,Tienda,1.0,87.63,87.63
,Mouse,Centro,Online,1.0,24.68,24.68
2025-04-05,Auriculares,Sur,Tienda,1.0,91.88,91.88
2025-11-11,Mouse,Norte,Online,3.0,24.82,74.46
2024-05-26,Mouse,Sur,Tienda,3.0,25.03,75.09
2024-08-17,Auriculares,Norte,Tienda,3.0,88.61,265.83
2024-03-04,Webcam,Este,Online,1.0,62.48,62.48
2025-11-30,Webcam,Sur,Tienda,4.0,66.74,266.96
2024-12-28,Teclado,Este,Online,5.0,46.29,231.45
2025-07-30,Teclado,Norte,Online,2.0,45.58,91.16
2025-07-03,Auriculares,Este,Tienda,3.0,92.15,276.45
2024-12-28,Webcam,Este,Tienda,4.0,65.29,261.16
2025-04-09,Mouse,Oeste,Online,5.0,25.98,129.9
2025-04-08,Monitor,Este,Distribuidor,1.0,184.91,184.91
2025-11-24,Webcam,Centro,Online,4.0,63.91,255.64
2025-10-11,Auriculares,Centro,Online,3.0,90.8,272.4
2024-10-03,Mouse,Norte,Online,2.0,23.41,46.82
